UserName,Class,PredClass
Xxxkidtarnation,0,0
YBSDAGNAG,0,0
YOITSAMA,0,0
YellowDragon19,1,0
Z4iYuan,0,0
ZappiestHis54,0,0
Zartmo19,0,0
Zero_Acron,0,0
ZoeyP10,1,1
_SovietBoiStalin,1,1
__JOEY_DREW__,0,0
aeren41,0,0
aesthetic_piglet,0,0
airman31,0,0
aliciarico00,0,0
amanda_sharkey,1,1
amiller4346,1,0
angadkhosla,0,0
anitag2008c,0,0
anth230,0,1
ashie_dasavagelll,0,0
aspurr,0,0
aura05128,0,0
aztec1921,0,0
baldwinn,1,1
bcr2019ehs,0,0
bel_6,1,1
bennybean07,1,0
berdeak,0,0
bgalligan,0,0
blankenshipm01,0,0
brandonawesomeness,0,0
bratt422,1,0
bsilvabj45,0,0
callawaycarsoni4,0,0
candycatsandunicorns,0,0
catlover3465,0,0
catsfaceshi,0,0
cawdd,1,0
ccladybug,0,0
cesnut,1,0
chae1205,0,0
cherryblossom0311,0,0
cjbonsell,0,0
codingpenguin123,0,0
cookiemonster2y,0,0
coolwolf08,0,0
cpanella,0,0
crewsaw,0,0
crystalwolf343,0,0
cs2231741,0,0
cs2358423,0,0
cs2358442,0,0
cs2358455,0,0
cs2360142,0,0
cs2360226,0,0
cs2363135,1,0
cs2366948,0,0
cs2371331,0,0
cs2372182,0,0
cs2372268,0,0
cs2372819,0,0
cs2374238,0,0
cs2374309,0,0
cs2376657,0,0
cs2381262,1,0
cs2381296,0,0
cs2382668,0,0
cs2386827,0,0
cs2391251,0,0
cs2391255,0,0
cs2391257,0,0
cs2391258,0,0
cs2391821,0,0
cs2394660,0,0
cs2395828,0,0
cs2395833,0,0
cs2399843,0,0
cs2407211,0,0
cs2408714,0,0
cs2429820,0,0
cs2433937,0,0
cs2446845,0,0
cs2448674,1,0
cs2458465,0,0
cs2466080,0,0
cs2471609,0,0
cs2488530,0,0
cs2499880,1,0
cs2579153,0,0
cs2579159,0,0
cs2615545,0,0
cs2621495,0,0
cs2621556,0,0
cs2844902,0,0
cs2870966,0,0
cs3129522,0,0
cs3415119,0,0
cs3528642,0,0
cs3556895,0,0
cs3642535,0,0
cs3830961,0,0
cs982552,0,0
cupleg,0,0
cutesseong,0,0
cvas0116,0,0
dajziv2018,0,0
damwer6789,0,0
danielthegreat01k,0,0
dasgar72,0,0
dat-boi-games,0,0
david_0822,0,0
deathmaster51,1,0
denissdaily,1,0
destrolilly,0,0
dinotime1,0,0
djc102,0,0
djfoxeh,0,0
dmgeorge,0,0
docterstrange12345,1,1
dogeegodgod,1,0
doggystuff,0,0
dragoreturns,0,0
draguta909,0,0
drk2111,0,0
eNeYtGeL,0,0
eboyisawesome,0,0
ecolegareau3,0,0
eleve1312,0,0
emreeren08,0,0
ensaladillarusa,0,0
equipoamigo1,0,0
equipoamigo4,0,0
erikjuba,0,0
european_bosnia,0,0
exponpie240,0,0
firtreejs,0,0
flossxdab,1,1
fornitebros,0,0
ghostseeeker2017,0,0
giulioptato,0,0
goatgirl4,0,0
goinsgabriela4,0,0
goktugdin11,1,1
gold_mixel,0,0
guerriera2009,0,0
haji82,0,1
haydef,0,0
helloijiwon,0,0
henry_mrw19Q1,0,0
howdy23,0,0
hunarkx,0,0
hungry_manchild,0,0
iceytheicewolf2,0,0
ilina30,0,0
imagicode03,1,0
ineiger1,0,0
isabelle442019,0,0
ismael3222,1,1
japanchild,0,0
jbdey,0,0
jermeychen,1,0
jeromero2007,0,0
jferroo2019,0,0
jji5608,0,1
joaovitorsmiguel12,0,0
joel_stlluis,0,0
jorgepascua19,1,0
juditramirez_stlluis,0,0
kberganza0002,1,0
kcs18340,1,0
kid-with-a_kazoo,1,1
kirbylover1000,0,0
kirill_ch_2010,0,0
kmarie_solomon,1,1
kompazr2,1,0
krutxagaeunate,0,0
ksj12121212,1,1
kumak_17,0,0
lalunedeer72,0,0
lauraprimeroa,0,0
lbms71910,0,0
lboatright,0,0
ledacbinhnguyen,1,1
legendarygriffin,0,0
lemon_lime_coconut,0,0
liamt2807,0,0
lillyloverbugger,0,0
lilvuitton,0,0
lime_Yui,0,0
lishatek,0,0
littlecheez,0,1
lizardlover860,1,1
llPhoenixll,0,0
lrodriggor,1,0
malyvb,0,0
maresann,0,1
mariaclarabj4,0,0
martinezaitor,0,0
masterbuilderstudios,1,1
matthew_hogan,1,1
maximus_yakubovich,1,1
melly2354,0,0
mercm049,0,0
mess9,0,0
metilda09,0,0
miistrosity,0,0
millerd01,0,0
miltonps307,0,0
mjt904,1,1
moomoopoo9,1,0
morantdavionk,0,0
moritz_essmann,1,1
mostsettled,0,0
mrbean927,0,0
mrphysh,0,0
mvogts_elephant_14,0,0
mwood-lanier,1,1
myforevername,0,0
naiz5001,0,0
nazaret5231,1,0
ncesdigital38,0,0
nchlb,1,1
ngomez0070,0,0
nice445,0,0
nickjr135,0,0
ninjadavidSo,1,0
ninjajacksonw,0,0
no-time-to-explain,1,0
notsoaesthetic,0,0
npcodeninjas,1,1
nsantillan,0,0
numberblockfan119,1,0
numberfangram,0,0
obidike011706,0,0
objectshowmaster,0,0
olierwalker,0,0
omegamario14,0,0
oscargarcia2345,0,0
paperbagcat1,0,0
parasaurolophusDino,0,0
pedrineitor111,0,0
penguinboom,0,0
peruneo,0,0
pheonix3256,1,1
pikamew2a,0,0
pink_235,1,1
pkaur197,0,0
poboy1,0,0
postcat,1,1
profheloize,0,0
puppykitty21,0,0
purplepickle14,0,0
pw4s7,0,0
rahul_tulasi,1,1
rambler555,1,0
ridepaper,0,0
roberkae000,0,0
s119052,1,0
s125260,1,0
s306098,1,1
s643190,0,0
saikumarsk,0,0
sallywally8,1,1
samtheman7893,1,1
savage424532,0,0
scattercap666,1,0
scratchbossen,0,0
scratchcartooner,0,0
shightseemed,0,0
sj-parker-creager,1,1
sophia_berridge,1,0
soscruch,0,0
spebai18,0,0
sssuzu,1,1
st384222_,0,0
supernumbers,0,0
swaggersouls68,0,0
sylvia1017,0,1
taiwankazemaru,0,0
tcao2020,0,0
tereeee,0,0
thavishasun,1,1
thejazzman18,0,0
themrboi102obsol4ut,1,0
thoalma,0,0
thriftlolo,0,0
toastingbread,1,0
tong12234km,0,0
trentj24,0,0
txm26scasd,0,0
unbeatabletest,0,0
wcthewolfpire,0,0
willowssilverlove,0,0
wmsJAC015,0,0
wolfbreaththeloyal,0,0
wolfy_6,0,0
woopass,0,0
xXDRITTENXx,0,0
yashwoodward,0,0
yeeun2302,1,1
yepitzme_1225,0,0
yureet,0,0
z_rehman,1,0
zacwebb747,1,1
zarrinh12345,1,1
zdunee,0,0
-LemonAnimates-,0,0
-Littleclaw-,0,0
-OreoCat-,0,0
-_ParticleLeopard_-,0,0
-raccoons-,0,0
0106harvey,0,0
06sarablanco,0,0
1028272,0,0
10628195_Nathan,0,0
138_3d_1,0,0
18b3_gage,0,0
18b3_zoeo,0,0
18smartlink99,0,0
19a3_emiliaa,0,0
1A_G15_MS-AL,0,0
1Ricardo12,0,0
20011866,0,0
20013889,0,0
200140150,0,0
20192074_NHB,0,0
20keeairrafsa,0,0
22bbur01,0,0
22lgm,0,1
22ploth,0,0
247JLB,1,0
247LMS,1,0
247TLG,0,0
26BSTARK10,0,0
26jyslas,1,0
28cookk,0,0
2josh19,1,0
2kami,0,0
349143677,1,1
399meront,0,0
3egholmskolen,0,0
48u3a2,0,0
4YJohn,0,0
577GameBoy,1,1
5Agrup3,0,0
613363,0,1
6613022457,0,0
7catsinhouse,0,0
8010524,0,0
879511,0,0
88127165mp,0,0
8munozgiova,1,0
93jibakoma,0,0
AAronDinh2018,0,0
AMullins2,0,0
AarohiG,0,0
Abor5-6,0,0
Acontreras7,0,0
Adam8674,0,0
Adamisthebomb,0,0
Aero52plays,0,0
AlbertoLuque1234,0,0
Alisina12345678,1,1
Alita2010,1,0
Anime-princes,0,0
AnkoChannel,0,0
AnnabellaSmiley2027,0,0
Anthony2145,1,1
ApplePieScratchCat,0,0
Archibald_Claus,0,0
Arodriguez725,0,0
Arsenij2009,1,1
Ava2348,0,0
Avenger_Aesthetics,0,0
Awesome070000,1,1
BMFCS19,0,0
BOO4214,0,0
Bd9piJQF8iHjiqp,1,1
Benjis_Burgers,0,0
Bensingh10,0,0
BigChungasOfUsa,1,0
Blagarr,1,1
BlahBlahBlah---,1,1
Blixer2,0,0
BobFifty,0,0
Bolt_The_Dragon,0,0
BranVill,0,0
Braveheart_Mageclan,0,0
Bstewotter,1,1
C9Blasberg,1,0
COOKIEDOUGHDINO,0,0
Chowster43,1,0
Cinderquin-,0,0
CodeNinjasDenver,1,1
Coltdrum,1,1
ConorThompson,0,0
CoolChicken666,0,0
Create1803,0,0
D6TL,0,0
DELLIGON,1,0
DJdevil1,0,0
DKV3coding,0,0
DXNEHR,0,0
Damon_F,0,0
Darkex_Swag83,0,0
DarthLevicor,0,1
Dayanaralimon,1,0
DeMari207949,0,0
Derpy_Donut,0,0
DillonDSV2,0,0
Doggywoofwoo,0,0
DouglasKadenJ,0,0
DragonDreemurr,0,0
Duckanimation,0,0
Duckkkkkkkk,0,0
Dylan_Patrascu,0,0
EPoole2019,0,0
ESFCS19,1,1
EUJs1601137,0,0
Eeveelutions3D,0,0
Eeveelutions55,0,0
Enderloser1,0,0
Explosions_Central,1,1
F-_On_Your_Test2,1,0
FN-618624,0,0
FarmerNyleCarg,0,0
FireLily_09,0,0
Flex10_playz,0,0
FluffyTheDragonCat,0,0
FrankTheTank2010,0,0
FredDGel,1,0
FriendlyStuart,1,0
GenesisLema,0,0
Great1Good,0,0
GuallpabriEVEN,0,0
Guilliams9,0,0
HIGUY87,0,0
HMast2019,0,0
HaiTechTeacher,0,0
Hailey_ScratchClass,0,1
HarryPlotter7,0,0
HaziqToyBonzieSC,0,0
HelloScratch2345,0,0
HidalgoMiaEVEN,0,0
HunchoMike,0,0
IAmALemonFruit,0,0
ISABELLAM3764,0,0
Inky_and_Azzy,0,0
ItsYoGal_Sasune,0,0
J-G-A,0,0
JA26224,1,0
JAZeJAZ,0,0
JacksonBcms1,0,0
Jackson_Patton,1,0
JalonB,0,0
JellyBelly126,0,0
Jellyfish_Inc,1,1
Jezziex,0,0
JonasMJPS430,0,0
Jordan_Ondracek,0,0
Judgement_Noah,0,0
KKiimmy,0,0
KamoJ,0,0
Kittykatgirl19,0,0
Klinejd,0,0
KocurekFreeman10,0,0
KocurekFreeman8,0,0
KrowGaming,1,0
Ksingh609,0,0
LOsburn,0,0
Laurampaolam,0,0
LonePotatoChip,1,0
MAndrewHHS,0,0
MLatasa,0,1
MM000005,1,0
MaddieManges,0,0
Melanieluna07,0,0
Mermaid_cat21,0,0
Mika_the_Kat,0,0
MikeyNsb2,0,0
MisterBoss46,0,0
MittenAP,0,0
MohammadUddin,0,0
Momolomo,0,1
Moon_the_nightwing22,0,0
Mrjtp,0,0
MusicalPony,0,0
MyEyeItches0,0,0
NOTRian,0,0
NS9747675,0,0
NanoBlob,1,1
NatashaB96,0,0
NinjaMyaRa,1,1
OnionCatDoodles,0,0
OscarRojo,0,0
OwenDaTank,1,0
POYOREN,0,0
Pacaamalcauich,0,0
Pacmanfan1112,1,1
PandaBoyc,0,0
PandaCrazyannagirl,0,0
Pandas095,0,0
Penelope_Clark_235,0,0
PhoenixOMG,0,0
Pika310,0,0
PlatypusBuddyMan,1,0
Qmar6019,1,1
RVPS2019,0,0
Rabbit_love22,0,0
RainbowBananas12,1,1
Ray-lee,0,0
Reason995,0,0
Refed,1,0
RhiPie,0,0
Richard2350,0,0
Robot-12,0,0
Roman205,0,0
RosaliMoon,0,0
RubberCatBoy360,0,0
Ryland0252,0,0
SHNASHQ,0,0
SJDS1,0,0
ST126122,0,0
SabresFan4Ever,0,0
SakuraSkyGacha,0,0
Sanstheboss_,0,0
Scott1328,0,0
ScratchBoi28,0,0
ScratchTheCat-_-,1,0
Selfiequeen2010,0,0
ShadeSwirl,0,0
Sharrazard1,0,0
SlumbrePudding720,1,0
Smlbrn,0,1
Sparkling-Twi-Haze,0,0
Springbonnie121213,0,0
Stan212,0,0
Sticky_Projects,0,0
Stone4374,0,0
Student_CHS,0,0
SuperMinion5,0,0
TECNOPROCM1,0,0
THjoaquin,0,0
TMF10,0,0
TMFCS19,0,0
TacticalmElonJuice21,0,0
Tariqadams,0,1
Tazihound,0,0
ThayLinh,1,0
TheCombinedAccount,0,0
TheEleven11,0,0
TheKirbLord,1,0
ThomasTheTank2008,0,0
Tripinator,0,0
VincentBCMS,0,0
WEHTTAM03759,0,0
WWBen,0,0
WalkingFishDog,0,0
Warrior_Cat_Lover___,0,0
White2019,0,0
WhiteQuokka_STEAM,0,0
WhoLovesCake777,0,0
WolfRainer,0,0
XoXq,0,0
Xtrem3Dogg0,1,0
YV9755260,0,0
YourDailyContent,1,0
YummyDonuts6908,0,0
ZSha,1,1
_Meem_,0,0
_Susan_,0,0
_The_Best_Ever_Ever_,0,0
a36192,1,0
aan_g09,0,0
abcde26,0,0
achuffk21,0,0
adriansalasbello,0,0
afr9,0,0
alunniterze,0,0
andWu8,0,0
andi_kallaba,0,0
anna_tsubina,1,0
asdfghjkl16234255,0,0
ashih_sima,0,0
atchamoom,1,0
ayaa2008m,0,0
bachnron00044,0,0
beezaa,0,0
bendy_the_d3m0n,0,0
birdie79,0,0
blobfishyeater,0,0
bookloverem,1,1
brarhem,1,1
brenopereira,0,0
bricogreen,0,0
bricored,0,0
bricoyellow,0,0
bumblebeebug,0,1
burger51,0,0
c35862,1,1
cascade-coder,1,0
catattack666,0,0
catfud123,0,0
catqueen889,0,0
catsrulesothere,1,1
catzrulezalwayz,0,0
cdehaan,1,0
cecidacoolface,0,0
chance-lacy-wilson,0,1
chloe_fun,0,0
christiank123,0,0
ciel3Q19_denman,0,0
clapy3,0,0
clca7,0,0
coolguy1800,1,0
cottoncloudie,0,0
cristianiznajar19,1,0
cs1670391,0,0
cs2163338,1,1
cs2330968,0,0
cs2352139,0,0
cs2357767,0,0
cs2358428,0,0
cs2358652,0,0
cs2359740,0,0
cs2364302,0,0
cs2365133,0,0
cs2368281,0,0
cs2372263,0,0
cs2373913,0,0
cs2374255,0,0
cs2374381,0,0
cs2374451,0,0
cs2377081,0,0
cs2377329,0,0
cs2378113,0,0
cs2391242,0,0
cs2391249,0,0
cs2394647,0,0
cs2394663,0,0
cs2399955,0,0
cs2406751,0,0
cs2423088,0,0
cs2423090,0,0
cs2427913,0,0
cs2429092,0,0
cs2437833,1,0
cs2439594,0,0
cs2444308,0,0
cs2444313,0,0
cs2445631,0,0
cs2446808,0,0
cs2446825,0,0
cs2446829,0,0
cs2446855,0,0
cs2448214,0,0
cs2450949,0,0
cs2461647,0,0
cs2462120,0,0
cs2462817,1,0
cs2466060,0,0
cs2477379,0,0
cs2501340,0,0
cs2579149,0,0
cs2579439,1,0
cs2581187,1,1
cs2589374,0,0
cs2656650,0,0
cs2773104,0,0
cs2820541,0,0
cs2989023,0,0
cs3164473,0,0
cs3207844,0,0
cs3230591,0,0
cs3297678,0,0
cs3502933,0,0
cutehamster757,0,0
cutekittenj7,0,0
cwhq_sabreena,0,0
cyberville,0,0
dale99977,0,0
damianoc2009c,0,0
dannnyx,0,0
datboris,1,0
desafioGames,0,0
dieu70804,0,0
difinmar00044,0,0
disintegratingfox,0,0
djissenou1,1,1
dmotas,0,0
elibobert,0,0
eloi_abdeslam,1,0
emily_coderkidstx,1,0
emilygalvan06,0,0
emuphant,0,0
errorfoxx,0,0
ethan_reese,1,1
etmonster31,0,0
ewalkowiak2020,0,0
f_jenna7,0,0
fanta_itztomk,0,0
fowen1,0,0
freecoder11school,0,0
fun-awesome,0,0
gamergirlcodez,1,0
gamerscooby,0,0
gengar2010,0,0
gesimmons2024,0,0
ghostbustercat,0,0
giant-squid_2241,0,0
giovannagelinskibj02,0,0
glassesmolasses,0,0
glitterpup5,1,1
glo_dm,0,0
hajiyun0406,0,0
havilandp01,0,0
hawkstar64,0,0
hedgehogsarelife,0,0
hireeee,0,0
hss-tech,1,0
hwahee1013,0,0
ianmccul2019,0,0
ii_oof23,1,0
ilovemysissy,0,0
isabellark,1,0
ismaelj1680,1,0
iwillmcswearword,0,0
jcooperhfseagles,0,0
jesusmullor,1,1
jgrande0011,0,0
jl541,1,0
jmunozc,0,0
joseleg008,0,0
joshyankfan01,1,1
jpahl,0,0
jueun619,0,0
jukajr,0,0
julio-kanogy,1,0
karugaru9876,1,1
kawhileonard09,0,0
kidasher,0,0
kimiwasadat,1,1
kittyfurz,0,0
kl_4d,0,0
lbms31904,0,0
lbms31910,0,0
lbt2019ehs,0,0
ld_g09,0,0
lehuael5,0,0
lemon_rolls,0,0
liam_16,0,0
lillypuppy30,0,0
linosb18,0,0
listerine1011,0,0
lumgamer,1,0
majkaklingova,0,0
malocon,1,1
mariusvd1,0,0
masamitz,1,1
matexhi,0,0
mckeeroadtech,0,0
mcthunderthighs68,0,0
mermaid-artist,0,0
mermaid20713,0,0
merylachula,0,0
metangrobo,0,0
michaelbcms12,0,0
mmcpherson2020,0,0
monkey165,0,0
monkeyGuy372,0,0
mosanchez415,0,0
mperezv12019,0,0
mrzack01,0,1
mushroom-17,0,0
nebT,0,0
neream10,0,0
nerearamon19,0,0
nihaltech407,1,1
ninasuls,0,0
ninja-jacob-m,1,1
ninjaloliver,0,0
nordholla,0,0
nyanmandoge,0,0
objectboijed11,0,0
olafkitty,0,0
olagortamalen,0,0
omar_wael_8A,0,0
omdel479,0,0
panda4369,0,0
pandacrusher,0,0
paulavaleraa_,0,0
pedrochiarellibj630,0,0
pereiraadelmo,1,0
petercsa99,1,0
pigeon55,0,0
pirisori,1,0
pizza333333333,0,0
planefan89,1,1
pro1538,0,0
pruin107,0,0
puckthepanda,0,0
pusheencatcoder,0,0
qkrwodn97,1,0
quinngeog,0,0
rhakes34,1,0
rige250,0,0
rkcudjoe,0,0
rmurphy316,0,0
rogue57,0,0
ruttererw28,0,0
ryleyspf,0,0
s229729,0,0
s319649,1,0
s320385,1,0
s613394,1,0
sacura23nbs,0,0
samlet238,0,0
santiago_romero01,1,1
sarodriguez6,0,0
satnav_boom,0,0
sbsa613,0,1
scratch-robonautas,0,1
sebats_14,0,0
shatoshi01,0,0
sherlinnr,0,0
shrjamb,1,0
sls18191a15,1,0
sofijazec,0,0
sonic200819,0,0
soninjaabell,0,0
sp_g09,0,0
speaksy02,0,1
speedyspeedrunner,1,1
spinnerabc,0,0
spottydottie,0,0
squadron78,1,0
stefanodp,0,0
stilezombie,1,0
stk-2950908,0,1
stuffs101,1,1
subtopewds400,0,0
suhyxn,0,0
sunkissed_,0,0
survivalstride,0,0
tabbycat000,0,0
taeamo,0,0
teacherscratch_w,1,0
tecno84,0,1
tgarvuti13,0,0
tomeu2003,0,0
tp360172,1,1
tpgus2789,0,0
trippbyrd937,0,0
tuticaramuitolegal,0,0
ugandan_tails_brodah,1,0
uincorn17,0,0
unicornfriends09,0,0
unicornprincsess10,1,1
unimep1,0,0
venomstripe143,0,0
vgrandasm2019,0,0
vignesh_sundaram,1,1
warc250,0,0
watch59,0,0
welcome_to_cillis,0,0
werric,0,0
white_face_,0,0
wolflover677,0,0
woolyraccoon85,0,0
yc10761,0,0
yoplaits,0,0
young1211,0,0
zachxdlol,0,0
zavhyd18,0,0
zmichea,0,0
zyunus2020,0,0
--Snowball--,1,1
-CakeGirl-,0,0
-FlourishTruly-,0,0
-Gelly-,0,0
-sushiiq-,0,0
0555pedro,0,0
0920-2011,0,0
09probro9,1,0
10628187,0,0
10660416,0,0
1213215001,0,0
1410731031,0,1
15Sacha,0,0
170jpbt,0,0
18b3_deena,0,0
18b3_kelly,0,0
18b3_sabina,0,0
18b3_sarah,0,0
18b3_zoeh,0,0
1gibbonsewa,0,0
2000144639,0,0
20013452,0,0
2020jmusser,0,0
20221401,0,0
22tomlh,0,0
23468uc,1,0
25jvelasco,0,0
2Lindsey19,0,0
321_lol_nl,0,0
399alext,0,0
399rockyj,0,0
5-C315315,0,0
643046,0,0
6640008178,0,0
8015717XR,0,0
80399813VH,0,0
80399830,0,0
88269728,1,0
91000dev,0,0
AK26233,0,0
AShrode17,1,1
A_RobloxFanNamed_CS,1,1
Adicats,0,0
AdyantVignesh,1,1
AkoSiMe,1,1
Alex_Eitel,1,0
Alonsofx,0,0
AlphabetCake,0,0
AlychaBCMS1,0,0
AnElGl,0,0
Angle-on-a-mellow,0,0
Anime_QueenYT,0,0
AnnSSB2,0,0
AnneShirley11,0,0
Ash1804,0,0
Ash738,0,0
AudreyMinecraft,0,0
B00astedM0nkey,0,0
B72622327,0,0
BEANLORD19,0,0
BassPlayer90,0,1
BeMa2018,1,1
Bnha12,0,0
BriannaDMSV3,1,0
CHFCS19,0,0
CND_ReidS,1,1
CSnow2019,0,0
CTK010203,1,0
CWrox,0,0
Cait997418,0,1
CameronDallas1221,0,0
Cappuccini,0,0
Carlin12357,0,0
Cattima,0,0
ChristineAesthetic,0,0
CodingGenius3103,0,0
ConsumedKing,0,0
Cool_Girl_4eva,0,0
CorbinB11,1,0
Cryogenal,1,0
D4FD19,0,0
DEEJMARVEL,0,0
DEVILxXPRO,1,1
DMC986CC,0,0
DMFCS19,0,0
Daiveon123,0,0
DamontaDPA,0,0
Danifrias_stlluis,0,0
DavidR27,0,0
Dawn1128,0,0
Derpy_Penquin,1,1
Dewpawin,0,0
DinosaurDash,0,1
Drayton_Tucker24,0,0
DreKanMoo,0,0
EBiskin2007,0,0
EGES4321,0,0
ENZOLEITE,0,0
