,UserName,Class_before,PredClass_before,Class,PredClass
1947,CWrox,1,0,1,1
1952,Dayanaralimon,1,0,1,1
1987,Leannatheartist,1,0,1,1
1996,MrPizzaa,1,0,1,1
2026,The_Hydrogen_Empire,1,0,1,1
2045,alsrud6607,1,0,1,1
2047,arianagrandeyt,1,0,1,1
2054,catqueen889,1,0,1,1
2105,helloijiwon,1,0,1,1
2115,jorgielsMacatroll,1,0,1,1
2116,jueun619,1,0,1,1
2131,martalopezn,1,0,1,1
2143,rpetech,1,0,1,1
2159,stqrs,1,0,1,1
2176,-MCMaster2-,0,1,0,0
2184,25Jdepew,0,1,0,0
2196,Ema_Abukara2003,0,1,0,0
2224,abcde26,0,1,0,0
2229,c1668549,0,1,0,0
2263,negativeego,0,1,0,0
2279,unganda_boi,0,1,0,0
2286,zynp130,0,1,0,0
2302,5d-marde,1,0,1,1
2358,LiRo_Jason,1,0,1,1
2360,Lolbit_PleaseStandBy,1,0,1,1
2386,SB456861,1,0,1,1
2394,Springbonnie121213,1,0,1,1
2395,TECNOPROCM1,1,0,1,1
2455,cs2466111,1,0,1,1
2497,lolbitcrystalgames,1,0,1,1
2527,s643119,1,0,1,1
2567,3eniPeniP,0,1,0,0
2571,Angle-on-a-mellow,0,1,0,0
2579,Crystal3Q19_denman,0,1,0,0
2584,GLiTcH-404,0,1,0,0
2586,LAILABASS4,0,1,0,0
2596,OGR1487,0,1,0,0
2598,RFMPaige,0,1,0,0
2602,Shasta05,0,1,0,0
2606,UndertaleLover009,0,1,0,0
2607,WaterComesBack,0,1,0,0
2627,cs2355218,0,1,0,0
2630,cs2374515,0,1,0,0
2656,mposadag2019,0,1,0,0
2665,taeamo,0,1,0,0
2670,-RogerThat-,1,0,1,1
2693,Bensingh10,1,0,1,1
2715,ESFCS19,1,0,1,1
2729,Inklax,1,0,1,1
2757,ParagonH2O,1,0,1,1
2783,Tonkayuyu2019,1,0,1,1
2786,VikiDK,1,0,1,1
2787,WellimOuttaNames,1,0,1,1
2790,alexramsey23,1,0,1,1
2800,candycatsandunicorns,1,0,1,1
2836,cs2448803,1,0,1,1
2872,hensback,1,0,1,1
2875,icNoahAb,1,0,1,1
2882,jiwbek,1,0,1,1
2897,marianafbj46,1,0,1,1
2905,nwh28,1,0,1,1
2922,stmsolc,1,0,1,1
2930,vromerob2019,1,0,1,1
2940,-toxicaa-,0,1,0,0
2951,Arodriguez725,0,1,0,0
2954,Bnha12,0,1,0,0
2961,ESCOLAGRUP5A,0,1,0,0
2981,Remix209,0,1,0,0
3012,cs2374333,0,1,0,0
3013,cs2374451,0,1,0,0
3028,jmunozc,0,1,0,0
3067,AceAnie,1,0,1,1
3073,CMergaerts,1,0,1,1
3094,Georgia_4life,1,0,1,1
3102,JG718990,1,0,1,1
3120,Mackandpooh,1,0,1,1
3133,RUBENETTE,1,0,1,1
3153,VG069114,1,0,1,1
3203,cs2404084,1,0,1,1
3235,firtreejs,1,0,1,1
3245,hcc843996,1,0,1,1
3247,heryouthisyours,1,0,1,1
3257,juditramirez_stlluis,1,0,1,1
3260,kkseniaz,1,0,1,1
3267,lilkin18,1,0,1,1
3291,rkgus7737,1,0,1,1
3320,015Emmanuel,0,1,0,0
3343,HrisiP,0,1,0,0
3360,Surp_juice,0,1,0,0
3377,bananaoonanaOMG,0,1,0,0
3403,jmontoyaw2019,0,1,0,0
3410,mramsey12,0,1,0,0
3416,parkdongmom1,0,1,0,0
3440,28haasa,1,0,1,1
3456,Awsomeable,1,0,1,1
3484,GlitchyBroStudios,1,0,1,1
3490,Illuminati_Nacho,1,0,1,1
3513,MiracleDPA,1,0,1,1
3623,f_jenna7,1,0,1,1
3624,foxythedistroyer1987,1,0,1,1
3649,moorerkaleilj,1,0,1,1
3729,ILoveMyBeagle,0,1,0,0
3750,Rabbit_love22,0,1,0,0
3752,Selfiequeen2010,0,1,0,0
3774,cs2446836,0,1,0,0
3778,cs3140381,0,1,0,0
3780,dltngk17,0,1,0,0
3792,kim-goeun,0,1,0,0
